"","Gene","PostInput_Counts","Mouse1_Counts","Mouse2_Counts","Mouse3_Counts","Mouse4_Counts","Mouse5_Counts","PostInput_log2NormCounts","Mouse1_log2NormCounts","Mouse2_log2NormCounts","Mouse3_log2NormCounts","Mouse4_log2NormCounts","Mouse5_log2NormCounts","Mouse1_L2FC","Mouse2_L2FC","Mouse3_L2FC","Mouse4_L2FC","Mouse5_L2FC","Mouse1_Zadj","Mouse2_Zadj","Mouse3_Zadj","Mouse4_Zadj","Mouse5_Zadj","Avg_Zadj"
"2265","CNAG_02227",987,425,112,697,402,290,11.2396602178985,10.8233609364175,9.61120455459203,11.8262490129373,10.6412041182195,10.2166893531822,-0.416299281480992,-1.62845566330647,0.586588795038836,-0.598456099678963,-1.02297086471631,0.46652569275761,-0.909501634153355,0.773777949262658,-0.347059777736397,-0.369493380129827,-0.0771502299998622
"2266","CNAG_02228",1062,255,385,68,304,449,11.3452798592693,10.086926039827,11.3912556511624,8.47236736290042,10.2383711205057,10.8469224999257,-1.25835381944225,0.045975791893067,-2.87291249636887,-1.10690873876359,-0.498357359343599,0.149066735421071,0.313080705011066,-0.68783174233618,-0.807007891537221,-0.0192744400565945,-0.210393326699572
"2267","CNAG_02232",54,0,0,0,1,0,7.05791310477072,0,0,0,2.31333355452805,0,-7.05791310477072,-7.05791310477072,-7.05791310477072,-4.74457955024267,-7.05791310477072,-2.03739739573778,-4.87380770267976,-2.45595868704334,-4.09765818962654,-4.39827085739563,-3.57261856649661
"2268","CNAG_02235",689,53,638,243,411,561,10.7213721388239,7.82553993643608,12.1197406209094,10.3067887609298,10.6731272293428,11.1680514375124,-2.89583220238783,1.3983684820855,-0.41458337789407,-0.0482449094810864,0.446679298688487,-0.468271164532085,1.30052716841216,0.350791273537972,0.150663273872153,0.611608549643052,0.38906382018665
"2269","CNAG_02238",742,31,101,173,198,95,10.8282263046298,7.05632224486117,9.46226200363446,9.81706527654849,9.62043946454933,8.60912233042847,-3.77190405976863,-1.36596430099534,-1.01116102808131,-1.20778684008047,-2.21910397420133,-0.798554828900615,-0.717844159762114,0.0987423214330523,-0.898262590319079,-1.16800212132728,-0.696784275775207
"2270","CNAG_02258",639,1126,16,57,218,430,10.6127509490127,12.2285372563256,6.81487528605778,8.21857821389094,9.75909900545088,10.7845783250802,1.61578630731293,-3.79787566295489,-2.39417273512173,-0.853651943561799,0.171827376067554,1.23263256963404,-2.49349873929862,-0.485568289933246,-0.577910869895218,0.428124235892863,-0.379244218720036
"2271","CNAG_02259",857,230,219,29,314,48,11.035995837555,9.93820683148487,10.5777351437794,7.24833786417313,10.2850263200446,7.62784234924781,-1.09778900607011,-0.458260693775628,-3.78765797338185,-0.750969517510423,-3.40815348830717,0.209600508401461,-0.0550864243310049,-1.07430387861463,-0.485023972370506,-1.96178203026974,-0.673319159436884
"2272","CNAG_02260",485,25,65,246,382,26,10.2152122834934,6.74858126535312,8.82755065227597,10.3244768724089,10.5676285497708,6.74947824072349,-3.46663101814031,-1.38766163121746,0.109264588915423,0.352416266277332,-3.46573404276994,-0.683465298318763,-0.73368641634073,0.572112556786155,0.51310283637511,-2.00022137761071,-0.466431539821787
"2273","CNAG_02261",486,19,17,64,43,89,10.2181813528247,6.35688326596286,6.90158415183331,8.38515837309327,7.42393940472392,8.51524920747492,-3.8612980868618,-3.31659720099135,-1.8330229797314,-2.79424194810074,-1.70293214534974,-0.832256843857774,-2.1420943590299,-0.248487320212582,-2.33337567356961,-0.823418634732441,-1.27592656628046
"2274","CNAG_02269",1146,35,100,225,534,433,11.4550624923484,7.2301696174426,9.44792716317478,10.1958485652942,11.0506250430597,10.7946030235571,-4.22489287490576,-2.00713532917358,-1.25921392705418,-0.404437449288659,-0.660459468791231,-0.969333977347131,-1.18599373554824,-0.00605790571772591,-0.17154979818381,-0.127489780250805,-0.492085039409542
"2275","CNAG_02281",275,43,30,7,136,27,9.39758563552459,7.52536253224748,7.71577347778605,5.22722943175046,9.07938102082549,6.80342932935811,-1.87222310327711,-1.68181215773854,-4.17035620377414,-0.318204614699106,-2.59415630616648,-0.0823651897116796,-0.948459757861443,-1.23599060608842,-0.0935432611569412,-1.41837773847711,-0.75574731065912
"2276","CNAG_02283",993,500,152,43,1984,757,11.2484002459958,11.0577067561917,10.0512916304187,7.8135289620759,12.9436282504089,11.6001816212267,-0.190693489804076,-1.19710861557708,-3.43487128391991,1.69522800441305,0.351781375230843,0.551580254150086,-0.594554563034328,-0.925254521221607,1.72781523762657,0.548257054059889,0.261568692316123
"2277","CNAG_02286",826,254,268,1190,671,841,10.9828682010131,10.0812625121716,10.8688646724707,12.597815420052,11.3799591926338,11.7519477060859,-0.901605688841508,-0.114003528542408,1.61494721903884,0.397090991620649,0.769079505072799,0.283562643306649,0.196272166095611,1.20825058342205,0.553515756039017,0.826834916107042,0.613687212994073
"2278","CNAG_02287",996,993,271,519,790,537,11.2527504843324,12.0472363155361,10.8849159830594,11.400961149968,11.6154175344456,11.1050007762227,0.794485831203689,-0.367834501272958,0.148210665635641,0.362667050113245,-0.147749708109716,0.922998001976575,0.0109380555653506,0.588566940926842,0.522375732861194,0.21478251566257,0.451932249398506
"2279","CNAG_02289",816,4,305,166,1017,320,10.9653043075184,4.17349776568726,11.0553473230025,9.75754392113774,11.979710017801,10.3585946914278,-6.79180654183113,0.0900430154841594,-1.20776038638065,1.01440571028257,-0.606709616090596,-1.93707383211713,0.345256288628527,0.0156807749130051,1.11194090450753,-0.0916077142171915,-0.111160715657051
"2280","CNAG_02290",146,1,0,0,1,1,8.4860111248525,2.39538033351289,0,0,2.31333355452805,2.35045178345445,-6.09063079133961,-8.4860111248525,-8.4860111248525,-6.17267757032445,-6.13555934139804,-1.67272691321133,-5.91653024144119,-3.05931787985211,-5.38952087292748,-3.78253040452367,-3.96412526239116
"2281","CNAG_02295",1195,1060,53,178,204,704,11.5154449952982,12.1414134114301,8.53382210393368,9.85812555362652,9.66345427724138,11.4954987339101,0.625968416131878,-2.98162289136453,-1.65731944167169,-1.85199071805683,-0.0199462613880588,0.859466056633378,-1.8975136246249,-0.174254078931791,-1.48101177048232,0.300100920907905,-0.478642499299545
"2282","CNAG_02296",851,332,199,570,365,1554,11.0258646094138,10.4673043494112,10.4396675731302,11.5361407946915,10.5019966497057,12.6375645696809,-0.558560260002629,-0.586197036283604,0.510276185277659,-0.523867959708099,1.61169996026705,0.412892561083623,-0.148498855399377,0.741536524669129,-0.279587073979222,1.38934739373093,0.423138110021016
"2283","CNAG_02300",780,331,184,231,436,868,10.9002425829528,10.4629554036149,10.3266895888962,10.233784466118,10.7582663058821,11.7975239366434,-0.437287179337883,-0.573552994056588,-0.666458116834773,-0.141976277070697,0.897281353690532,0.4586131456838,-0.139266836570301,0.24437635170545,0.0658735365144559,0.912419284558314,0.308403096378344
"2284","CNAG_02302",1122,176,254,799,884,232,11.4245391161278,9.55259951636107,10.7915026902456,12.0232351399231,11.7775623553283,9.89506432552441,-1.87193959976672,-0.633036425882192,0.598696023795348,0.353023239200493,-1.52947479060338,-0.0822583074080399,-0.182698529756099,0.778893149806989,0.513651906297607,-0.707622814943134,0.0639930807994647
"2285","CNAG_02308",1022,1457,181,553,815,852,11.2899129919555,12.600263010078,10.3029921395545,11.4924732897201,11.6603508356009,11.7706899354857,1.31035001812241,-0.986920852401079,0.20256029776454,0.370437843645359,0.480776943530158,1.1174814938689,-0.441086443231937,0.611529195414715,0.529405221063411,0.634371290047456,0.490340151432508
"2286","CNAG_02309",781,143,180,62,255,687,10.9020900407966,9.25348250285928,10.2950056932133,8.33949387337478,9.98502652087909,11.4602457685445,-1.64860753793736,-0.607084347583392,-2.56259616742186,-0.91706351991755,0.558155727747886,0.00193904596033722,-0.163749678494257,-0.556725748828729,-0.635273213397796,0.686027443606895,-0.13355643023071
"2287","CNAG_02310",25,0,2,0,5,6,5.95938741541794,0,3.90189683645696,0,4.38208000615408,4.67801756170055,-5.95938741541794,-2.05749057896098,-5.95938741541794,-1.57730740926387,-1.2813698537174,-1.62324747524251,-1.22276050726834,-1.99184098371536,-1.23253224641231,-0.541994124234123,-1.32247506737453
"2288","CNAG_02311",963,90,61,55,341,426,11.204160800307,8.58685556845581,8.73612839363575,8.16722402031376,10.4039419421815,10.7711027753804,-2.61730523185124,-2.4680324066713,-3.03693677999328,-0.800218858125524,-0.433058024926625,-0.363265042398083,-1.5225166940554,-0.757130598561047,-0.529575105712307,0.0243177729779381,-0.629633933549781
"2289","CNAG_02312",2648,2483,840,4498,1757,6763,12.6630670607364,13.369250387276,12.5164955682107,14.515966338273,12.7683540754843,14.7590670264145,0.706183326539627,-0.146571492525714,1.85289927753655,0.10528701474793,2.09599996567813,0.889707496674236,0.172492740867489,1.30878329190808,0.289548813112306,1.71265404297937,0.874637277108295
"2290","CNAG_02313",199,0,0,0,1,8,8.93173913713723,0,0,0,2.31333355452805,5.07889646204145,-8.93173913713723,-8.93173913713723,-8.93173913713723,-6.61840558260918,-3.85284267509578,-2.74383959353816,-6.24197754129811,-3.24763415081016,-5.79272806030217,-2.2586454812945,-4.05696496544862
"2291","CNAG_02314",888,236,337,1162,459,478,11.0872363236121,9.97532244286478,11.1992222973409,12.563469523226,10.8323905861848,10.9371701502844,-1.11191388074728,0.111985973728814,1.47623319961393,-0.254845737427257,-0.150066173327627,0.204275356899543,0.361277889952147,1.14964509723372,-0.0362285894380781,0.213236101044904,0.378441171138448
"2292","CNAG_02318",755,659,283,325,603,403,10.8532700990324,11.4558938178037,10.9473928335153,10.7259847593179,11.2258654730226,10.6910762993356,0.60262371877139,0.0941227344828981,-0.127285339714483,0.372595373990261,-0.162193799696709,0.850664983841418,0.348235086226436,0.472172236170811,0.53135693089108,0.205139999040121,0.481513847233973
"2293","CNAG_02324",1030,849,628,495,615,1226,11.3011576577538,11.8212649666423,12.0969539179251,11.3326810035378,11.2542821280388,12.2955976156912,0.520107308888493,0.795796260171201,0.031523345783949,-0.0468755297150594,0.994439957937352,0.819555866481867,0.860560423702566,0.539267546818933,0.151902019808441,0.977279954460706,0.669713162254503
"2294","CNAG_02327",1003,1118,231,183,691,618,11.2628503166141,12.2182527682147,10.6546480872699,9.89804948839247,11.4223164685976,11.3075996750802,0.955402451600584,-0.608202229344228,-1.36480082822167,0.159466151983464,0.0447493584660599,0.983664408042151,-0.164565897333092,-0.0506674679212703,0.338559458476844,0.34329010910197,0.29005612207332
"2295","CNAG_02336",1152,20,479,395,501,1783,11.4625934886012,6.43000347888975,11.7063174534298,11.00724673684,10.9586407041947,12.8358556900602,-5.03259000971148,0.243723964828614,-0.455346751761255,-0.503952784406563,1.37326220145899,-1.27384001430757,0.457466086139863,0.333569096903865,-0.26157173368628,1.23017227088717,0.09715914118741
"2296","CNAG_02337",1215,46,728,1017,551,330,11.5393825787892,7.62214892877486,12.310082571171,12.3712131146118,11.0958166351154,10.4029555128056,-3.91723365001429,0.770699992381832,0.831830535822688,-0.443565943673718,-1.1364270659835,-0.853344843216359,0.842236440548197,0.877390486134524,-0.206945577072232,-0.445233920824262,0.0428205171139735
"2297","CNAG_02339",1204,815,998,257,629,478,11.5262660853837,11.7623171039598,12.7651070736818,10.3875387587427,11.2867425891825,10.9371701502844,0.236051018576079,1.23884098829809,-1.13872732664106,-0.239523496201276,-0.589095935099307,0.71246516192276,1.18404852970168,0.0448466519157687,-0.0223680340798077,-0.0798492584695172,0.367828610198177
"2298","CNAG_02340",932,261,668,158,901,354,11.1569752960797,10.1204481049641,12.1860177411379,9.68636962609204,11.8050353382057,10.5041666063137,-1.0365271911156,1.02904244505813,-1.47060566998769,0.648060042126016,-0.652808689766003,0.232696532498774,1.03086459795511,-0.0953691081627086,0.780543275475522,-0.122382310287662,0.365270597495806
"2299","CNAG_02341",197,2,15,12,3,16,8.91719632853151,3.25131245788398,6.72261991112519,5.98869947826119,3.69051838458772,6.05739456880031,-5.66588387064753,-2.19457641740632,-2.92849685027032,-5.22667794394379,-2.8598017597312,-1.51259510642684,-1.32285342209766,-0.711315656207062,-4.53376615682765,-1.59571604225679,-1.9352492767632
"2300","CNAG_02342",890,1425,265,38,392,791,11.0904804929861,12.5682292693242,10.8526327650841,7.63603530296264,10.604885315448,11.6635460411475,1.47774877633817,-0.237847727901988,-3.45444519002344,-0.485595177538032,0.573065548161463,1.18059169973664,0.105847604089914,-0.933524329050387,-0.244965375484897,0.695980869221082,0.160786093702471
"2301","CNAG_02343",1015,123,463,319,634,265,11.2800014968673,9.03650996734741,11.6573189106024,10.6991174861643,11.2981608582866,10.0867431850896,-2.24349152951994,0.377317413735097,-0.580884010703047,0.0181593614192792,-1.19325831177772,-0.222335324867522,0.555009040647766,0.280530679262051,0.210732819786848,-0.483173048317659,0.068152833302297
"2302","CNAG_02344",1185,190,942,260,196,876,11.5033255949503,9.66288194255524,12.6818066384956,10.4042695956554,9.60581139130605,11.8107560625162,-1.84044365239508,1.17848104354529,-1.09905599929496,-1.89751420364427,0.307430467565835,-0.0703841708026648,1.13997685258491,0.0616074482396953,-1.5221924817621,0.518649490177808,0.0255314276875298
"2303","CNAG_02345",920,1028,761,205,172,434,11.1382874434187,12.0971993514914,12.374028254735,10.0616674722332,9.41762463560745,10.7979291697923,0.958911908072697,1.23574081131621,-1.07661997118554,-1.7206628078113,-0.340358273626448,0.98498749145567,1.18178494249149,0.0710864781239046,-1.36221206336391,0.0862018234511251,0.192369734431655
"2304","CNAG_02355",1747,1416,535,344,996,555,12.0631582634114,12.5590901253378,11.8657854968436,10.8079065589202,11.9496155175085,11.1525452163244,0.49593186192644,-0.197372766567808,-1.25525170449112,-0.113542745902841,-0.910613047086988,0.810441596752616,0.1354003055468,-0.00438390059079702,0.0915946126266712,-0.294486093058317,0.147713304255395
"2305","CNAG_02362",1010,277,357,131,532,659,11.2728799345629,10.206209411384,11.2823634054298,9.41637272793772,11.0452141038273,11.4002358900881,-1.06667052317889,0.0094834708669147,-1.8565072066252,-0.227665830735624,0.127355955525193,0.221332338926904,0.286435919365675,-0.258409205113434,-0.0116415466043442,0.398436220608483,0.127230745436657
"2306","CNAG_02363",987,1036,108,423,285,135,11.2396602178985,12.1083805473417,9.55880545340302,11.1060053501253,10.1453413347042,9.11498719961487,0.868720329443214,-1.68085476449548,-0.133654867773204,-1.09431888319431,-2.12467301828364,0.950984795405156,-0.947760719350809,0.46948116507202,-0.795619062220615,-1.10496236167011,-0.285575236552872
"2307","CNAG_02375",1063,201,257,769,3852,1237,11.3466371683551,9.74398062325895,10.8084330510378,11.9680367560872,13.9007351186275,12.3084815851323,-1.60265654509619,-0.538204117317342,0.621399587732107,2.55409795027239,0.961844416777122,0.0192628101802342,-0.113456934184329,0.788485211288862,2.50475212659505,0.955519981148279,0.83091263900562
"2308","CNAG_02376",231,8,16,1,0,1,9.14645424763795,5.13295773027356,6.81487528605778,2.63421862726133,0,2.35045178345445,-4.0134965173644,-2.33157896158017,-6.51223562037663,-9.14645424763795,-6.7960024641835,-0.889636446813889,-1.42288551980308,-2.22541461941759,-8.07961011321084,-4.22342582195341,-3.36819450423976
"2309","CNAG_02384",951,543,339,282,453,585,11.1860780592071,11.1766772611821,11.2077553593373,10.521370080485,10.8134179625816,11.2284615687479,-0.00940079802498772,0.0216773001301878,-0.664707978722126,-0.37266009662547,0.042383509540862,0.61992854551405,0.295339216217732,0.245115770081571,-0.142803888937806,0.341710727148455,0.2718580740048
"2310","CNAG_02397",1054,345,144,124,530,842,11.3343751688582,10.5226790696619,9.9733646537923,9.33726522198261,11.0397827940238,11.7536616421062,-0.811696099196368,-1.36101051506592,-1.99710994687561,-0.294592374834405,0.419286473247933,0.317459028037748,-0.714227164172057,-0.317812659688163,-0.0721835427612735,0.593321780062871,-0.0386885117041748
"2311","CNAG_02402",421,1,3,3,0,2,10.0112322537543,2.39538033351289,4.45432416382725,4.05529655970826,0,3.20158345575477,-7.61585192024146,-5.55690808992709,-5.95593569404609,-10.0112322537543,-6.80964879799958,-2.24774324227376,-3.77785228662102,-1.9903826609732,-8.86189145505962,-4.23253577531147,-4.22208108404781
"2312","CNAG_02404",766,418,122,63,846,245,10.8741266477179,10.7994143707839,9.73443576145921,8.36250678853699,11.7141921070911,9.97364087001247,-0.0747122769340471,-1.13969088625872,-2.51161985918094,0.840065459373205,-0.900485777705459,0.595305776961817,-0.552631137861226,-0.535188694816952,0.954232076976043,-0.287725379671582,0.03479852831762
"2313","CNAG_02407",944,671,344,290,826,464,11.1754241692113,11.4819189342535,11.2288697851243,10.5617007397251,11.6796866221914,10.8943065380444,0.306494765042192,0.0534456159130254,-0.61372342948615,0.504262452980168,-0.281117631166849,0.739022822140536,0.318534780121223,0.266656305843238,0.65046345129404,0.125749404287265,0.42008535273726
"2314","CNAG_02408",677,899,623,715,1708,1429,10.6960391361227,11.9037993551754,12.0854241651362,11.8630235967354,12.7275537914126,12.516603786844,1.20776021905265,1.38938502901351,1.16698446061267,2.03151465528987,1.82056465072129,1.07880460397896,1.29396792047375,1.01899015134265,2.03202136987451,1.52878027100244,1.39051286333446
"2315","CNAG_02416",1414,20,151,142,530,226,11.7581401688013,6.43000347888975,10.0417778607247,9.53253327997123,11.0397827940238,9.85730251818917,-5.32813668991159,-1.71636230807663,-2.22560688883011,-0.718357374777529,-1.90083765061218,-1.38526265584783,-0.97368647197246,-0.414350662345041,-0.455522908979425,-0.955535432294539,-0.836871626287858
"2316","CNAG_02417",1253,1840,411,354,1324,397,11.5837979799003,12.9369195368022,11.4855016209701,10.8492246205745,12.3602106311931,10.6694486565491,1.3531215569019,-0.0982963589302308,-0.734573359325861,0.776412651292759,-0.91434932335126,1.13360658730701,0.207740720455646,0.215598244636131,0.896651514374509,-0.296980338249668,0.431323345704726
"2317","CNAG_02419",468,4,4,2,10,3,10.1637801504763,4.17349776568726,4.85281472870227,3.51308329406279,5.34706398512596,3.73330204022419,-5.990282384789,-5.31096542177399,-6.65069685641346,-4.8167161653503,-6.43047811025207,-1.63489504000384,-3.5982778038333,-2.28391330678759,-4.16291323504131,-3.9794108461783,-3.13188204636887
"2318","CNAG_02420",853,270,384,276,1405,897,11.029249596714,10.1693145036953,11.3875049150299,10.4903645234439,12.4458618200412,11.8449237760353,-0.859935093018763,0.358255318315857,-0.538885073270169,1.41661222332716,0.815674179321276,0.299272675501844,0.541090894799119,0.298274870929564,1.47577838476196,0.857940362804922,0.694471437759482
"2319","CNAG_02425",803,50,39,125,185,17,10.9421468250071,7.74185721694629,8.09270053018125,9.34883535315811,9.52259309610825,6.14358255729476,-3.20028960806082,-2.84944629482586,-1.593311471849,-1.41955372889886,-4.79856426771236,-0.583053196100192,-1.80100518166819,-0.147211259417672,-1.08982769115687,-2.88998571630282,-1.30221660892915
"2320","CNAG_02431",1068,348,212,670,1095,694,11.3534046249561,10.5351615595814,10.5308997072816,11.7692674629327,12.0862957631776,11.4748661677111,-0.818243065374709,-0.822504917674527,0.415862837976622,0.732891138221468,0.121461542754995,0.314990787605572,-0.32103852042823,0.701647693358611,0.857281794742537,0.394501257113279,0.389476602478354
"2321","CNAG_02432",1194,855,414,29,195,626,11.5142376264342,11.8314220351393,11.4959903487975,7.24833786417313,9.5984413560753,11.326148220254,0.317184408705126,-0.0182472776366325,-4.26589976226105,-1.91579627035888,-0.188089406180179,0.743052873614103,0.266188376077492,-1.27635694195341,-1.53873050606442,0.187852735631317,-0.323598692538984
"2322","CNAG_02436",1605,9,3,27,14,14,11.9408817795938,5.29830715018987,4.45432416382725,7.1459470678604,5.82232812446824,5.86784087983949,-6.64257462940391,-7.48655761576653,-4.79493471173338,-6.11855365512554,-6.07304089975429,-1.88081262196418,-5.18678152271636,-1.49986968099003,-5.3405601816189,-3.74079464640218,-3.52976373073833
"2323","CNAG_02438",979,244,320,1555,885,803,11.2279238684007,10.0233697405188,11.1245782072285,12.9837137976658,11.7791929765718,11.6852616881356,-1.20455412788187,-0.103345661172151,1.75578992926508,0.551269108171129,0.45733781973493,0.169349500037642,0.20405398384609,1.26775542325807,0.692985843212572,0.618723913440218,0.590573732758918
"2324","CNAG_02439",1084,57,483,337,819,224,11.3748495959959,7.93006311616224,11.7183114110421,10.7782633015438,11.6674120512379,9.84449236490373,-3.44478647983366,0.343461815046192,-0.596586294452129,0.292562455242027,-1.53035723109217,-0.675229793322712,0.5302894518522,0.273896598747355,0.458958860371678,-0.708211910285697,-0.0240593585274351
"2325","CNAG_02440",685,9,254,325,596,223,10.7129771338302,5.29830715018987,10.7915026902456,10.7259847593179,11.2090268762031,9.83804437966227,-5.41466998364037,0.0785255564153537,0.0130076254876261,0.496049742372854,-0.87493275416797,-1.41788615939018,0.336846841943895,0.531444813438473,0.64303420329205,-0.270666816124675,-0.0354454233680877
"2326","CNAG_02441",1779,1145,334,708,862,584,12.0893391015131,12.2526730387652,11.1863273198392,11.8488335443945,11.741214342933,11.2259943427317,0.163333937252077,-0.903011781673868,-0.240505557118546,-0.348124758580074,-0.863344758781349,0.68505044259405,-0.379820425057093,0.42433766317796,-0.120609132557424,-0.2629309583545,0.0692055179605985
"2327","CNAG_02444",4270,372,77,475,404,53,13.3523155102853,10.6313141481113,9.07147440635595,11.2732035439342,10.6483594377881,7.77011202663011,-2.72100136217395,-4.28084110392935,-2.07911196635114,-2.70395607249719,-5.58220348365519,-0.402359024946746,-2.84613486347592,-0.352457811199969,-2.25170274084284,-3.41312378422644,-1.85315564493838
"2328","CNAG_02446",1038,686,228,1167,854,692,11.3123153576769,11.5138037150941,10.6358008358209,12.5696629943715,11.7277664912027,11.4707040077078,0.201488357417167,-0.676514521855983,1.25734763669455,0.41545113352584,0.15838865003087,0.699434858207694,-0.214443963176495,1.05716781997165,0.570124407443819,0.419152876329486,0.50628719975523
"2329","CNAG_02447",1018,1191,313,727,598,700,11.2842576211329,12.3094874353774,11.0926834101552,11.8870293261116,11.2138579917224,11.4872810823682,1.02522981424453,-0.191574210977677,0.602771704978696,-0.0703996294104794,0.203023461235373,1.00998968834072,0.139634107793612,0.780615090230091,0.130622033331726,0.448949967159819,0.501962177371193
"2330","CNAG_02448",1026,43,367,1046,591,426,11.2955462802355,7.52536253224748,11.3222036115533,12.4117687371959,11.1968778318005,10.7711027753804,-3.77018374798805,0.0266573313178,1.11622245696033,-0.0986684484350064,-0.52444350485511,-0.797906262377266,0.298975374723687,0.997543639185683,0.10504995642577,-0.0366889025858181,0.113394761074411
"2331","CNAG_02452",912,417,354,1164,229,428,11.1256930211279,10.7959607534382,11.2701936001328,12.5659501032141,9.83003849229781,10.7778562837858,-0.329732267689771,0.144500579004877,1.4402570820862,-1.29565452883013,-0.347836737342146,0.499161908939564,0.385018355440882,1.13444549543701,-0.977748022388434,0.0812093869067646,0.224417424867157
"2332","CNAG_02458",637,164,104,77,142,340,10.6082312830546,9.45086046559149,9.50443123975286,8.65121620727034,9.14155260830184,10.4459928947196,-1.15737081746312,-1.10380004330175,-1.95701507578428,-1.46667867475278,-0.162238388334996,0.187137854418451,-0.526425520067399,-0.300872919756266,-1.13245708924102,0.205110232773183,-0.31350148837461
"2333","CNAG_02464",681,360,310,171,353,786,10.7045329924577,10.5840387515927,11.0787953614673,9.80030826952033,10.4538021881489,11.6544004880077,-0.120494240864955,0.374262369009621,-0.904224722937334,-0.250730804308731,0.949867495550015,0.578045737523619,0.552778406652492,0.143921995269394,-0.0325062059144328,0.947524486151408,0.437952883936496
"2334","CNAG_02465",811,65,204,215,1019,635,10.9564415185091,8.11881267606495,10.4754428341639,10.1303174335706,11.9825436890118,11.3467341909273,-2.8376288424442,-0.48099868434528,-0.82612408493859,1.02610217050265,0.390292672418196,-0.446328193942645,-0.071688516708224,0.176918846492585,1.12252156512925,0.573966239095486,0.27107798801329
"2335","CNAG_02468",791,74,13,14,51,16,10.9204356560199,8.30526687281522,6.51826910867475,6.20784261842048,7.66878153995878,6.05739456880031,-2.61516878320464,-4.40216654734511,-4.71259303759938,-3.25165411606108,-4.86304108721955,-0.362459590103513,-2.9347203615271,-1.46508102829155,-2.74715239083017,-2.93302883882224,-2.08848844191491
"2336","CNAG_02477",746,125,841,58,458,710,10.8359784935007,9.05973578840132,12.518211748022,8.24358568830211,10.8292457584326,11.5077381070824,-1.77624270509941,1.68223325452129,-2.59239280519862,-0.00673273506814454,0.671759613581681,-0.0461800784669739,1.50779038985563,-0.569314573310378,0.188215338417196,0.761866574848182,0.36847553026873
"2337","CNAG_02481",452,195,228,145,454,108,10.1136389124404,9.70031101282295,10.6358008358209,9.56265494580811,10.8165974439682,8.79370943220294,-0.413327899617412,0.522161923380555,-0.550983966632248,0.702958531527878,-1.31992948023742,0.467645919234323,0.660766931702413,0.293163192018053,0.830204649436252,-0.567735572731278,0.336809023931953
"2338","CNAG_02482",424,174,568,296,1789,462,10.0214663940229,9.53613347529621,11.9521150762794,10.5912256667963,12.7943895727593,10.8880778656562,-0.485332918726684,1.93064868225654,0.569759272773432,2.77292317873638,0.866611471633256,0.440499651078378,1.68917035245845,0.766667620120944,2.70270222724797,0.891944833412343,1.29819693686362
"2339","CNAG_02484",763,436,279,70,508,202,10.8684683348922,10.8602061425966,10.9268663770567,8.51407147734258,10.9786486085694,9.69551982188753,-0.00826219229560898,0.0583980421645087,-2.35439685754966,0.110180273677134,-1.17294851300471,0.6203578058189,0.32215078294551,-0.468763322033513,0.293975273006148,-0.469614731334697,0.0596211616804699
"2340","CNAG_02490",32,0,0,0,0,15,6.310450418081,0,0,0,0,5.96572863698295,-6.310450418081,-6.310450418081,-6.310450418081,-6.310450418081,-0.344721781098045,-1.75560006021245,-4.32804951288134,-2.14016209818598,-5.51415069405039,0.0832888542918226,-2.73093470220767
"2341","CNAG_02492",100,16,1,23,86,3,7.94189249296785,6.11225235807322,2.99531885771662,6.91639202107869,8.41973263126616,3.73330204022419,-1.82964013489464,-4.94657363525123,-1.02550047188917,0.477840138298305,-4.20859045274367,-0.0663111882978011,-3.33221796522007,0.0926840291312803,0.626561728958497,-2.49613385768072,-1.03508345062176
"2342","CNAG_02493",760,1777,184,715,608,623,10.862787742507,12.8866639745631,10.3266895888962,11.8630235967354,11.2377738409828,11.3192204321535,2.02387623205618,-0.536098153610732,1.00023585422843,0.374986098475798,0.456432689646498,1.38648460197651,-0.111919269547997,0.948540292064634,0.533519588989816,0.618119671084746,0.674948976913543
"2343","CNAG_02496",730,188,207,287,625,453,10.804716625754,9.64763411921108,10.4964897636368,10.5467085539302,11.2775424576307,10.8597111886996,-1.15708250654289,-0.308226862117184,-0.258008071823738,0.472825831876715,0.0549945629456801,0.187246549140705,0.0544604384522928,0.416943000489439,0.622025769061069,0.350129553029623,0.326161062034626
"2344","CNAG_02497",1123,968,103,598,487,457,11.4258239005442,12.0104584488431,9.49051133361175,11.6053016135567,10.9177727127554,10.8723875082252,0.584634548298979,-1.9353125669324,0.179477713012526,-0.508051187788727,-0.553436392318964,0.843882972648475,-1.13355250817318,0.601777000881795,-0.265279164350058,-0.0560438338128358,-0.00184310656116021
"2345","CNAG_02499",870,634,573,569,1019,301,11.0577057673951,11.4001184443129,11.9647561083266,11.5336083817098,11.9825436890118,10.2703556324066,0.342412676917826,0.907050340931509,0.475902614314712,0.924837921616747,-0.787350134988452,0.752564062451825,0.941792339094,0.727013985082546,1.03091755584653,-0.212198835899697,0.648017821315042
"2346","CNAG_02501",645,178,5,7,124,15,10.6262256077809,9.56887974285828,5.16472279340519,5.22722943175046,8.94637255503321,5.96572863698295,-1.05734586492263,-5.46150281437573,-5.39899617603046,-1.6798530527477,-4.66049697079796,0.22484778377531,-3.7081923405002,-1.75508048051505,-1.325295409927,-2.79781541971508,-1.8723071733764
